"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200702,"VA","FAIRFAX",,"ARLEIGH BURKE PAVILION","MULTICARE","OTHER","State",,,"2020-04-15",,"OPEN",,,,,,,,,,"46",,"7",,,,,,,,,,"46",,"7",,,,,,"VA01148"
20200702,"VA","LOUDOUN",,"ASHBY PONDS","MULTICARE","OTHER","State",,,"2020-04-06",,"OPEN",,,,,,,,,,"62",,"10",,,,,,,,,,"62",,"10",,,,,,"VA01149"
20200702,"VA","HENRICO",,"BETH SHOLOM HOME OF VIRGINIA","MULTICARE","OTHER","State",,,"2020-03-28",,"OPEN",,,,,,,,,,"75",,"18",,,,,,,,,,"74",,"17",,,,,,"VA01151"
20200702,"VA","PRINCE WILLIAM",,"BIRMINGHAM GREEN","MULTICARE","OTHER","State",,,"2020-04-19",,"OPEN",,,,,,,,,,"132",,"33",,,,,,,,,,"132",,"33",,,,,,"VA01156"
20200702,"VA","CHESTERFIELD",,"BRANDERMILL WOODS","MULTICARE","OTHER","State",,,"2020-04-30",,"CLOSED",,,,,,,,,,"39",,"7",,,,,,,,,,,,,,,,,,"VA01159"
20200702,"VA","ARLINGTON",,"BROOKDALE ASSISTED LIVING","MULTICARE","OTHER","State",,,"2020-03-28",,"OPEN",,,,,,,,,,"49",,"10",,,,,,,,,,"49",,"10",,,,,,"VA01168"
20200702,"VA","ARLINGTON",,"CHERRYDALE HEALTH & REHABILITATION CENTER","MULTICARE","OTHER","State",,,"2020-04-09",,"CLOSED",,,,,,,,,,"144",,"28",,,,,,,,,,,,,,,,,,"VA01173"
20200702,"VA","HANOVER",,"COVENANT WOODS NURSING HOME","MULTICARE","OTHER","State",,,"2020-05-20",,"OPEN",,,,,,,,,,"1",,,,,,,,,,,,"1",,"0",,,,,,"VA01179"
20200702,"VA","FAIRFAX",,"GOODWIN HOUSE - BAILEY'S CROSSROADS","MULTICARE","OTHER","State",,,"2020-04-24",,"OPEN",,,,,,,,,,"28",,"1",,,,,,,,,,"28",,"1",,,,,,"VA01191"
20200702,"VA","FAIRFAX",,"GREENSPRING VILLAGE ASSISTED LIVING","MULTICARE","OTHER","State",,,"2020-04-17",,"OPEN",,,,,,,,,,"68",,"20",,,,,,,,,,"68",,"20",,,,,,"VA01193"
20200702,"VA","PRINCE WILLIAM",,"HARBOR CHASE","MULTICARE","OTHER","State",,,"2020-05-09",,"OPEN",,,,,,,,,,"14",,"6",,,,,,,,,,"14",,"6",,,,,,"VA01199"
20200702,"VA","ALEXANDRIA",,"HERMITAGE IN NORTHERN VIRGINIA","MULTICARE","OTHER","State",,,"2020-04-16",,"OPEN",,,,,,,,,,"30",,"5",,,,,,,,,,"30",,"5",,,,,,"VA01210"
20200702,"VA","FAIRFAX",,"HUNTER'S WOODS AT TRAILS EDGE","MULTICARE","OTHER","State",,,"2020-06-04",,"OPEN",,,,,,,,,,"10",,"1",,,,,,,,,,"10",,"1",,,,,,"VA01214"
20200702,"VA","LOUDOUN",,"JOHNSON CENTER AT FALCONS LANDING","MULTICARE","OTHER","State",,,"2020-03-28",,"OPEN",,,,,,,,,,"50",,"1",,,,,,,,,,"50",,"1",,,,,,"VA01216"
20200702,"VA","HENRICO",,"LAKEWOOD MANOR BAPTIST RETIREMENT COMMUNITY","MULTICARE","OTHER","State",,,"2020-04-09",,"CLOSED",,,,,,,,,,"10",,"1",,,,,,,,,,,,,,,,,,"VA01223"
20200702,"VA","FAIRFAX",,"LEEWOOD HEALTHCARE CENTER","MULTICARE","OTHER","State",,,"2020-04-09",,"OPEN",,,,,,,,,,"115",,"36",,,,,,,,,,"114",,"35",,,,,,"VA01224"
