"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20210107,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"0",,"9",,,,"0",,,,,,,,,"20210107","NC00004"
20210114,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210114","NC00004"
20210121,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210121","NC00004"
20210128,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210128","NC00004"
20210204,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210204","NC00004"
20210211,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210211","NC00004"
20210218,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210218","NC00004"
20210225,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210225","NC00004"
20210304,"NC","ALEXANDER",,"A NEW OUTLOOK OF TAYLORSVILLE","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,"OPEN",,,,,,,,,,,,,,"9",,"0",,"0",,"0",,,,,,,,,"20210304","NC00004"
20200730,"NC","GUILFORD",,"ABBOTSWOOD AT IRVING PARK ASSISTED LIVING","RESIDENTIAL CARE FACILITY","OTHER","State",," ",,,,,,,,,,,,,,,,,"2",,"0",,"2",,"0",,,,,,,,,"20200730","NC00005"
