"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200611,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"155",,,,,,,,,,,,,"99",,"23",,"65",,,,,,,,,,,"20200611","TN00835"
20200611,"TN","MCMINN","ATHENS","LIFE CARE CENTER OF ATHENS","NURSING HOME","NURSING HOME","Federal",,"445298",,,,"97",,,,,,,,,,,,,"82",,"14",,"47",,,,,,,,,,,"20200611","TN00965"
20200618,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"155",,,,,,,,,,,,,"99",,"23",,"65",,,,,,,,,,,"20200618","TN00835"
20200618,"TN","MCMINN","ATHENS","LIFE CARE CENTER OF ATHENS","NURSING HOME","NURSING HOME","Federal",,"445298",,,,"97",,,,,,,,,,,,,"82",,"14",,"47",,,,,,,,,,,"20200618","TN00965"
20200625,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"173",,,,,,,,,,,,,"99",,"23",,"65",,,,,,,,,,,"20200625","TN00835"
20200625,"TN","MCMINN","ATHENS","LIFE CARE CENTER OF ATHENS","NURSING HOME","NURSING HOME","Federal",,"445298",,,,"97",,,,,,,,,,,,,"82",,"14",,"47",,,,,,,,,,,"20200625","TN00965"
20200702,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"173",,,,,,,,,,,,,"99",,"25",,"65",,,,,,,,,,,"20200702","TN00835"
20200702,"TN","MCMINN","ATHENS","LIFE CARE CENTER OF ATHENS","NURSING HOME","NURSING HOME","Federal",,"445298",,,,"97",,,,,,,,,,,,,"82",,"14",,"47",,,,,,,,,,,"20200702","TN00965"
20200709,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"173",,,,,,,,,,,,,"99",,"25",,"69",,,,,,,,,,,"20200709","TN00835"
20200709,"TN","MCMINN","ATHENS","LIFE CARE CENTER OF ATHENS","NURSING HOME","NURSING HOME","Federal",,"445298",,,,"97",,,,,,,,,,,,,"82",,"14",,"47",,,,,,,,,,,"20200709","TN00965"
20200716,"TN","SUMNER","GALLATIN","GALLATIN CENTER FOR REHABILITATION AND HEALING LLC","NURSING HOME","NURSING HOME","Federal",,"445183",,,,"173",,,,,,,,,,,,,"99",,"25",,"69",,,,,,,,,,,"20200716","TN00835"
