"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200604,"NY","SUFFOLK",,"APEX REHABILITATION & CARE CENTER","NURSING HOME","NURSING HOME","Federal",,"335067",,,,,,,,,,,,,,,"31","2",,,,,,,,,,,,,,,,,"NY01162"
20200604,"NY","RICHMOND",,"CARMEL RICHMOND HEALTHCARE AND REHABILITATION CENTER","NURSING HOME","NURSING HOME","Federal",,"335455",,,,,,,,,,,,,,,"56","2",,,,,,,,,,,,,,,,,"NY01417"
20200604,"NY","ERIE",,"ERIE ABSOLUT CENTER FOR NURSING AND REHABILITATION AT","NURSING HOME","NURSING HOME","Federal",,"335281",,,,,,,,,,,,,,,"36","0",,,,,,,,,,,,,,,,,"NY01774"
20200604,"NY","ERIE",,"FATHER BAKER MANOR","NURSING HOME","NURSING HOME","Federal",,"335777",,,,,,,,,,,,,,,"64","0",,,,,,,,,,,,,,,,,"NY01807"
20200604,"NY","SUFFOLK",,"GURWIN JEWISH NURSING AND REHABILITATION CENTER","NURSING HOME","NURSING HOME","Federal",,"335696",,,,,,,,,,,,,,,"32","17",,,,,,,,,,,,,,,,,"NY01991"
20200604,"NY","ERIE",,"HARRIS HILL NURSING FACILITY, LLC","NURSING HOME","NURSING HOME","Federal",,"335757",,,,,,,,,,,,,,,"27","2",,,,,,,,,,,,,,,,,"NY02010"
20200604,"NY","BRONX",,"KINGS HARBOR MULTICARE CENTER","NURSING HOME","NURSING HOME","Federal",,"335644",,,,,,,,,,,,,,,"51","8",,,,,,,,,,,,,,,,,"NY02221"
20200604,"NY","SUFFOLK",,"LONG ISLAND STATE VETERANS HOME","NURSING HOME","NURSING HOME","Federal",,"335758",,,,,,,,,,,,,,,"63","6",,,,,,,,,,,,,,,,,"NY02297"
20200604,"NY","SUFFOLK",,"OUR LADY OF CONSOLATION NURSING AND REHABILITATIVE CARE","NURSING HOME","NURSING HOME","Federal",,"335539",,,,,,,,,,,,,,,"39","1",,,,,,,,,,,,,,,,,"NY02641"
20200604,"NY","QUEENS",,"OZANAM HALL OF QUEENS NURSING HOME INC","NURSING HOME","NURSING HOME","Federal",,"335363",,,,,,,,,,,,,,,"30","30",,,,,,,,,,,,,,,,,"NY02663"
20200604,"NY","QUEENS",,"PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB","NURSING HOME","NURSING HOME","Federal",,"335132",,,,,,,,,,,,,,,"82","0",,,,,,,,,,,,,,,,,"NY02703"
