"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20200611,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"106","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200618,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"105","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200625,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"105","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200702,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"105","0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,
20200709,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"105","0",,"0",,"2",,,,,,,,,,,,,,,,,,,,,,
20200716,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"101","12",,"2",,"11",,,,,,,,,,,,,,,,,,,,,,
20200723,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"101","27",,"2",,"24",,,,,,,,,,,,,,,,,,,,,,
20200730,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"100","32",,"2",,"28",,,,,,,,,,,,,,,,,,,,,,
20200806,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"100","43",,"2",,"35",,,,,,,,,,,,,,,,,,,,,,
20200813,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"98","45",,"3",,"36",,,,,,,,,,,,,,,,,,,,,,
20200820,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"96","46",,"3",,"38",,,,,,,,,,,,,,,,,,,,,,
20200827,"LA","ACADIA",,"ACADIA ST. LANDRY GUEST HOME","NURSING HOME","NURSING HOME","Federal",,"195564",,,,"94","46",,"3",,"40",,,,,,,,,,,,,,,,,,,,,,
