"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20201203,"IL","Ford",,"Accolade Senior Living",,"Uncategorized LTC",,,,,,,,,,,,,,,,"47",,"1",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Addolorata Villa",,"Uncategorized LTC",,,,,,,,,,,,,,,,"112",,"20",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Albany Care",,"Uncategorized LTC",,,,,,,,,,,,,,,,"39",,"0",,,,,,,,,,,,,,,,
20201203,"IL","Winnebago",,"Alden Debes Rehab Inc",,"Uncategorized LTC",,,,,,,,,,,,,,,,"79",,"20",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Estates of Barrington",,"Uncategorized LTC",,,,,,,,,,,,,,,,"36",,"0",,,,,,,,,,,,,,,,
20201203,"IL","DuPage",,"Alden Estates of Naperville",,"Uncategorized LTC",,,,,,,,,,,,,,,,"117",,"22",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Estates of Northmoor",,"Uncategorized LTC",,,,,,,,,,,,,,,,"98",,"19",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Lakeland",,"Uncategorized LTC",,,,,,,,,,,,,,,,"120",,"2",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Lincoln Park Rehab",,"Uncategorized LTC",,,,,,,,,,,,,,,,"80",,"13",,,,,,,,,,,,,,,,
20201203,"IL","Lake",,"Alden Long Grove",,"Uncategorized LTC",,,,,,,,,,,,,,,,"80",,"21",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden PoplarCreek",,"Uncategorized LTC",,,,,,,,,,,,,,,,"91",,"26",,,,,,,,,,,,,,,,
20201203,"IL","McHenry",,"Alden Terrace of McHenry",,"Uncategorized LTC",,,,,,,,,,,,,,,,"91",,"13",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Town Manor Rehabilitation & Health Care Cent",,"Uncategorized LTC",,,,,,,,,,,,,,,,"121",,"25",,,,,,,,,,,,,,,,
20201203,"IL","DuPage",,"Alden Valley Ridge",,"Uncategorized LTC",,,,,,,,,,,,,,,,"86",,"21",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Alden Wentworth  Rehab & Healthcare Center",,"Uncategorized LTC",,,,,,,,,,,,,,,,"71",,"15",,,,,,,,,,,,,,,,
20201203,"IL","Madison",,"Alton Memorial Rehab and Therapy",,"Uncategorized LTC",,,,,,,,,,,,,,,,"63",,"16",,,,,,,,,,,,,,,,
20201203,"IL","Madison",,"Alton Mental Health Center",,"Uncategorized LTC",,,,,,,,,,,,,,,,"57",,"0",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Ambassador Nursing",,"Uncategorized LTC",,,,,,,,,,,,,,,,"120",,"9",,,,,,,,,,,,,,,,
20201203,"IL","Winnebago",,"Amberwood",,"Uncategorized LTC",,,,,,,,,,,,,,,,"72",,"11",,,,,,,,,,,,,,,,
20201203,"IL","Wayne",,"Aperion Care",,"Uncategorized LTC",,,,,,,,,,,,,,,,"79",,"9",,,,,,,,,,,,,,,,
20201203,"IL","Lake",,"Aperion Care Highwood",,"Uncategorized LTC",,,,,,,,,,,,,,,,"101",,"13",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Aperion Care International of Chicago",,"Uncategorized LTC",,,,,,,,,,,,,,,,"196",,"27",,,,,,,,,,,,,,,,
20201203,"IL","Morgan",,"Aperion Care Jacksonville",,"Uncategorized LTC",,,,,,,,,,,,,,,,"69",,"6",,,,,,,,,,,,,,,,
20201203,"IL","LaSalle",,"Aperion Care Marseilles",,"Uncategorized LTC",,,,,,,,,,,,,,,,"67",,"10",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Aperion Care Oak Lawn",,"Uncategorized LTC",,,,,,,,,,,,,,,,"101",,"22",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Aperion Care Plum Grove",,"Uncategorized LTC",,,,,,,,,,,,,,,,"63",,"19",,,,,,,,,,,,,,,,
20201203,"IL","Bureau",,"Aperion Care Spring Valley",,"Uncategorized LTC",,,,,,,,,,,,,,,,"81",,"5",,,,,,,,,,,,,,,,
20201203,"IL","Sangamon",,"Aperion Care Springfield",,"Uncategorized LTC",,,,,,,,,,,,,,,,"71",,"2",,,,,,,,,,,,,,,,
20201203,"IL","Fayette",,"Aperion Care St Elmo",,"Uncategorized LTC",,,,,,,,,,,,,,,,"69",,"11",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Aperion Care West Ridge",,"Uncategorized LTC",,,,,,,,,,,,,,,,"43",,"14",,,,,,,,,,,,,,,,
20201203,"IL","Lawrence",,"Aperion HealthCare",,"Uncategorized LTC",,,,,,,,,,,,,,,,"111",,"5",,,,,,,,,,,,,,,,
20201203,"IL","Tazewell",,"Aperion Morton",,"Uncategorized LTC",,,,,,,,,,,,,,,,"65",,"6",,,,,,,,,,,,,,,,
20201203,"IL","Woodford",,"Apostolic Christian Home Eureka",,"Uncategorized LTC",,,,,,,,,,,,,,,,"43",,"5",,,,,,,,,,,,,,,,
20201203,"IL","Peoria",,"Apostolic Christian Skyline",,"Uncategorized LTC",,,,,,,,,,,,,,,,"72",,"7",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Arbour Health Care Center",,"Uncategorized LTC",,,,,,,,,,,,,,,,"60",,"3",,,,,,,,,,,,,,,,
20201203,"IL","Vermilion",,"Arcadia Care of Danville",,"Uncategorized LTC",,,,,,,,,,,,,,,,"58",,"3",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Arden Courts of Palos Heights",,"Uncategorized LTC",,,,,,,,,,,,,,,,"55",,"10",,,,,,,,,,,,,,,,
20201203,"IL","Cook",,"Arden Courts/Manor Care of South Holland",,"Uncategorized LTC",,,,,,,,,,,,,,,,"68",,"8",,,,,,,,,,,,,,,,
20201203,"IL","DuPage",,"Arista Healthcare Naperville",,"Uncategorized LTC",,,,,,,,,,,,,,,,"102",,"4",,,,,,,,,,,,,,,,
