"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200723,"IN",,,"ANSON SENIOR LIVING","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IN00004"
20200723,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"83",,"33",,"67",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200723,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"56",,"11",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200723,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"73",,"21",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200730,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"83",,"33",,"67",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200730,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"56",,"11",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200730,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"73",,"21",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200806,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"83",,"34",,"67",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200806,"IN",,,"HOOVERWOOD","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155001",,,,,"43",,"19",,"42",,,,,,,,,,,,,,,,,,,,,,,,"IN00559"
20200806,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"56",,"13",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200806,"IN",,,"MILLER'S MERRY MANOR - PLYMOUTH","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155102",,,,,"61",,"20",,"40",,,,,,,,,,,,,,,,,,,,,,,,"IN00627"
20200806,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"74",,"21",,"42",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200806,"IN",,,"PEABODY RETIREMENT COMMUNITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155655",,,,,"9",,"< 5",,"70",,,,,,,,,,,,,,,,,,,,,,,,"IN00669"
20200813,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"76",,"27",,"62",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200813,"IN",,,"HOOVERWOOD","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155001",,,,,"42",,"19",,"43",,,,,,,,,,,,,,,,,,,,,,,,"IN00559"
20200813,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"74",,"23",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200813,"IN",,,"PEABODY RETIREMENT COMMUNITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155655",,,,,"8",,"< 5",,"69",,,,,,,,,,,,,,,,,,,,,,,,"IN00669"
20200820,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"76",,"27",,"62",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200820,"IN",,,"HOOVERWOOD","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155001",,,,,"42",,"19",,"43",,,,,,,,,,,,,,,,,,,,,,,,"IN00559"
20200820,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"52",,"15",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200820,"IN",,,"MILLER'S MERRY MANOR - PLYMOUTH","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155102",,,,,"61",,"19",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00627"
20200820,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"74",,"23",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200820,"IN",,,"PEABODY RETIREMENT COMMUNITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155655",,,,,"8",,"< 5",,"69",,,,,,,,,,,,,,,,,,,,,,,,"IN00669"
20200827,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"76",,"27",,"62",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200827,"IN",,,"HOOVERWOOD","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155001",,,,,"42",,"19",,"43",,,,,,,,,,,,,,,,,,,,,,,,"IN00559"
20200827,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"52",,"15",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200827,"IN",,,"NORTHWEST MANOR HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155041",,,,,"74",,"23",,"41",,,,,,,,,,,,,,,,,,,,,,,,"IN00654"
20200827,"IN",,,"PEABODY RETIREMENT COMMUNITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155655",,,,,"8",,"< 5",,"69",,,,,,,,,,,,,,,,,,,,,,,,"IN00669"
20200903,"IN",,,"BETHANY POINTE HEALTH CAMPUS","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155698",,,,,"76",,"27",,"62",,,,,,,,,,,,,,,,,,,,,,,,"IN00325"
20200903,"IN",,,"HOOVERWOOD","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155001",,,,,"42",,"19",,"43",,,,,,,,,,,,,,,,,,,,,,,,"IN00559"
20200903,"IN",,,"KINGSTON CARE CENTER OF FORT WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155479",,,,,"52",,"15",,"39",,,,,,,,,,,,,,,,,,,,,,,,"IN00565"
20200903,"IN",,,"MULBERRY HEALTH & REHABILITATION CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"155600",,,,,"40",,"< 5",,"46",,,,,,,,,,,,,,,,,,,,,,,,"IN00646"
