"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20210304,"AR","CRAWFORD","ALMA","ALMA HEALTH & REHABILITATION CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45370",,,"OPEN",,"49",,"15",,"44",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00007"
20210304,"AR","HOT SPRING","MALVERN","ARBOR OAKS HEALTHCARE & REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45270",,,"OPEN",,"50",,"7",,"41",,"0",,,,,,"2",,,,"5",,,,,,,,,,,"20210304","AR00012"
20210304,"AR","JEFFERSON","PINE BLUFF","ARKANSAS CONVALESCENT CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45277",,,"OPEN",,"89",,"14",,"48",,"0",,,,,,"1",,,,"0",,,,,,,,,,,"20210304","AR00015"
20210304,"AR","PULASKI","NORTH LITTLE ROCK","ARKANSAS STATE VETERANS HOME-NORTH LITTLE ROCK","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45462",,,"OPEN",,"35",,"4",,"53",,"0",,,,,,"3",,,,"2",,,,,,,,,,,"20210304","AR00020"
20210304,"AR","LONOKE","CARLISLE","CHAMBERS NURSING CENTER-CARLISLE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45318",,,"OPEN",,"75",,"9",,"48",,"0",,,,,,"12",,,,"3",,,,,,,,,,,"20210304","AR00056"
20210304,"AR","MONROE","BRINKLEY","CLA-CLIF NURSING & REHAB CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45430",,,"OPEN",,"1",,"0",,"3",,"0",,,,,,"1",,,,"2",,,,,,,,,,,"20210304","AR00063"
20210304,"AR","PHILLIPS","HELENA","CRESTPARK OF HELENA","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45221",,,"OPEN",,"20",,"5",,"22",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00087"
20210304,"AR","LINCOLN","STAR CITY","DALTON'S PLACE AT STAR CITY","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ",,,"OPEN",,"17",,"5",,"3",,"0",,,,,,"1",,,,"0",,,,,,,,,,,"20210304","AR00435"
20210304,"AR","HOT SPRINGS","MALVERN","ENCORE HEALTHCARE AND REHABILITATION","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45393",,,"OPEN",,"68",,"8",,"55",,"1",,,,,,"2",,,,"2",,,,,,,,,,,"20210304","AR00108"
20210304,"AR","BAXTER","MOUNTAIN HOME","GOOD SAMARITAN SOCIETY-MOUNTAIN HOME","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ",,,"OPEN",,"3",,"0",,"12",,"0",,,,,,"0",,,,"2",,,,,,,,,,,"20210304","AR00445"
20210304,"AR","PULASKI","LITTLE ROCK","GOOD SHEPHERD NURSING & REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45343",,,"OPEN",,"81",,"16",,"82",,"0",,,,,,"0",,,,"2",,,,,,,,,,,"20210304","AR00197"
20210304,"AR","HOT SPRINGS","MALVERN","GREENHURST NURSING CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45447",,,"OPEN",,"9",,"0",,"16",,"0",,,,,,"1",,,,"0",,,,,,,,,,,"20210304","AR00125"
20210304,"AR","HEMPSTEAD","HOPE","HEATHER MANOR REHABILITATION","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45337",,,"OPEN",,"7",,"1",,"29",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00133"
20210304,"AR","LONOKE","LONOKE","LONOKE HEALTH & REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45289",,,"OPEN",,"41",,"6",,"33",,"1",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00172"
20210304,"AR","BENTON","ROGERS","MAGNOLIA PLACE OF ROGERS-ALF","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ",,,"OPEN",,"0",,"0",,"6",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00393"
20210304,"AR","MISSISSIPPI","MANILA","MANILA NURSING CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45297",,,"OPEN",,"3",,"0",,"17",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00173"
20210304,"AR","SEBASTIAN","FORT SMITH","METHODIST HEALTH AND REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45413",,,"OPEN",,"106",,"0",,"155",,"0",,,,,,"0",,,,"2",,,,,,,,,,,"20210304","AR00179"
20210304,"AR","PIKE","MURFEESBORO","MURFREESBORO REHAB AND NURSING, INC.","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45415",,,"OPEN",,"12",,"0",,"19",,"0",,,,,,"7",,,,"7",,,,,,,,,,,"20210304","AR00191"
20210304,"AR","WHITE","JUDSONIA","OAKDALE NURSING FACILITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45418",,,"OPEN",,"79",,"8",,"82",,"0",,,,,,"0",,,,"1",,,,,,,,,,,"20210304","AR00202"
20210304,"AR","VAN BUREN","CLINTON","OZARK HEALTH NURSING AND REHAB CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45414",,,"OPEN",,"9",,"0",,"45",,"0",,,,,,"1",,,,"2",,,,,,,,,,,"20210304","AR00206"
20210304,"AR","PERRY","PERRYVILLE","PERRY COUNTY NURSING AND REHABILITATION CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"45246",,,"OPEN",,"23",,"0",,"40",,"0",,,,,,"1",,,,"1",,,,,,,,,,,"20210304","AR00211"
