"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200528,"NV","CLARK",,"AEGIS LIVING OF LV","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,,"4",,"0",,"3",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00009"
20200528,"NV","CLARK",,"GAYE HAVEN INTERMEDIATE CARE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,,"14",,"1",,"2",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00067"
20200528,"NV","CLARK",,"HARMON HOSPITAL","SKILLED NURSING","NURSING HOME","Federal",,"295048",,,,,"0",,"0",,"4",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00295"
20200604,"NV","CLARK",,"ADVANCED HEALTH CARE PARADISE","SKILLED NURSING","NURSING HOME","Federal",," ",,,,"35","0",,"0",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00247"
20200604,"NV","CLARK",,"AEGIS LIVING OF LV","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"49","4",,"0",,"5",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00009"
20200604,"NV","CLARK",,"GAYE HAVEN INTERMEDIATE CARE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"15","15",,"2",,"2",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00067"
20200604,"NV","CLARK",,"GENERATIONS HEALTHCARE HORIZON RIDGE AT HENDERSON","SKILLED NURSING","NURSING HOME","Federal",,"295099",,,,"91","15",,"1",,"7",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00292"
20200604,"NV","CLARK",,"HARMON HOSPITAL","SKILLED NURSING","NURSING HOME","Federal",,"295048",,,,"66","0",,"0",,"4",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00295"
20200611,"NV","CLARK",,"ADVANCED HEALTH CARE PARADISE","SKILLED NURSING","NURSING HOME","Federal",," ",,,,,"0",,"0",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00247"
20200611,"NV","CLARK",,"AEGIS LIVING OF LV","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,,"4",,"0",,"5",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00009"
20200611,"NV","CLARK",,"GAYE HAVEN INTERMEDIATE CARE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,,"15",,"2",,"2",,"0",,,,,,,,,,,,,,,,,,,,,,"NV00067"
