"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20200917,"PA","ERIE","ERIE","ABINGTON CREST HEALTHCARE AND REHABILITATION CENTER","Long-Term Care",,,"181302",,,,,"38","22",,"*",,"16",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","LACKAWANNA","CLARKS SUMMIT","ABINGTON MANOR","Long-Term Care",,,"53202",,,,,"104","*",,"0",,"*",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","MONTGOMERY","NORTH WALES","ABRAMSON RESIDENCE","Long-Term Care",,,"9130200",,,,,"304","106",,"34",,"26",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","MONTGOMERY","WYNNEWOOD","ABRAMSON SENIOR CARE AT LANKENAU MEDICAL CENTER","Long-Term Care",,,"120402",,,,,"25","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","LUZERNE","WILKES BARRE","ALLIED SERVICES CENTER CITY SKILLED NURISNG","Long-Term Care",,,"600602",,,,,"39","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","LUZERNE","WILKES-BARRE","ALLIED SERVICES MEADE STREET SKILLED NURSING","Long-Term Care",,,"384202",,,,,"101","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","LACKAWANNA","SCRANTON","ALLIED SERVICES SKILLED NURSING CENTER","Long-Term Care",,,"11902",,,,,"242","195",,"55",,"50",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","LACKAWANNA","SCRANTON","ALLIED SERVICES TRANSITIONAL REHABILITATION UNIT","Long-Term Care",,,"1690201",,,,,"29","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","BLAIR","ALTOONA","ALTOONA CENTER FOR NURSING CARE","Long-Term Care",,,"65402",,,,,"99","*",,"0",,"8",,,,,,,,,,,,,,,,,,,,,,
20200917,"PA","MONTGOMERY","AMBLER","AMBLER EXTENDED CARE CENTER","Long-Term Care",,,"10802",,,,,"86","35",,"10",,"27",,,,,,,,,,,,,,,,,,,,,,
