"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200716,"OK",,,"ACCEL AT CRYSTAL PARK","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375570",,,,,"14",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00265"
20200716,"OK",,,"ADA CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375464",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00266"
20200716,"OK",,,"AMBASSADOR MANOR NURSING CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375168",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00267"
20200716,"OK",,,"ANTLERS MANOR","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375313",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00269"
20200716,"OK",,,"ATOKA MANOR","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375542",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00273"
20200716,"OK",,,"BAPTIST VILLAGE OF HUGO","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375390",,,,,"58",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00276"
20200716,"OK",,,"BAPTIST VILLAGE OF OKLAHOMA CITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375381",,,,,"13",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00277"
20200716,"OK",,,"BAPTIST VILLAGE OF OWASSO","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375382",,,,,"5",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00278"
20200716,"OK",,,"BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375110",,,,,"92",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00280"
20200716,"OK",,,"BEACON RIDGE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375572",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00281"
20200716,"OK",,,"BEADLES NURSING HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375524",,,,,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00282"
20200716,"OK",,,"BELLEVUE HEALTH AND REHABILITATION","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375349",,,,,"4",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00286"
20200716,"OK",,,"BINGER NURSING AND REHABILITATION","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375398",,,,,"51",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00288"
20200716,"OK",,,"BROADWAY MANOR NURSING HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"375146",,,,,"35",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,"OK00293"
