"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200624,"OR","MARION",,"AVAMERE COURT AT KEIZER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385233","6/9/2020",,"OPEN",,,,"2",,,,,,"7",,,,,,"1",,,,,,"1",,,,,,,,"OR00651"
20200624,"OR","MARION",,"BROOKSTONE ALZHEIMER'S SPECIAL CARE CENTER","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","6/8/2020",,"OPEN",,,,"1",,,,,,"55",,,,,,"1",,,,,,"55",,,,,,,,"OR00091"
20200624,"OR","CLACKAMAS",,"MARQUIS HOPE VILLAGE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385260","6/4/2020",,"OPEN",,,,"10",,,,,,"104",,,,,,"10",,,,,,"104",,,,,,,,"OR00280"
20200702,"OR","MARION",,"AVAMERE COURT AT KEIZER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385233","6/9/2020",,"OPEN",,,,"2",,,,,,"8",,,,,,"1",,,,,,"1",,,,,,,,"OR00651"
20200702,"OR","MARION",,"BROOKSTONE ALZHEIMER'S SPECIAL CARE CENTER","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","6/8/2020",,"OPEN",,,,"8",,,,,,"64",,,,,,"8",,,,,,"64",,,,,,,,"OR00091"
20200702,"OR","CLACKAMAS",,"MARQUIS HOPE VILLAGE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385260","6/4/2020",,"OPEN",,,,"10",,,,,,"112",,,,,,"10",,,,,,"112",,,,,,,,"OR00280"
20200702,"OR","CLACKAMAS",,"SPRINGS AT CARMEN OAKS","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","6/8/2020",,"OPEN",,,,,,,,,,"28",,,,,,"0",,,,,,"28",,,,,,,,"OR00521"
20200709,"OR","MARION",,"AVAMERE COURT AT KEIZER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385233","6/9/2020",,"OPEN",,,,"2",,,,,,"9",,,,,,"1",,,,,,"2",,,,,,,,"OR00651"
20200709,"OR","LINCOLN",,"AVAMERE REHABILITATION OF NEWPORT","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385162","6/15/2020",,"OPEN",,,,"2",,,,,,"28",,,,,,"2",,,,,,"28",,,,,,,,"OR00657"
20200709,"OR","MARION",,"BROOKSTONE ALZHEIMER'S SPECIAL CARE CENTER","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","6/8/2020",,"OPEN",,,,"11",,,,,,"65",,,,,,"11",,,,,,"65",,,,,,,,"OR00091"
20200709,"OR","CLACKAMAS",,"MARQUIS HOPE VILLAGE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"385260","6/4/2020",,"OPEN",,,,"10",,,,,,"112",,,,,,"10",,,,,,"112",,,,,,,,"OR00280"
