"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20201119,"KS","HARPER","ANTHONY","ANTHONY COMMUNITY CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"17E630","20201113",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,"20201119","KS00005"
20201119,"KS","MCPHERSON","MCPHERSON","BETHANY VILLAGE","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","20201111",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,"20201119","KS00178"
20201119,"KS","SHAWNEE","TOPEKA","BRIGHTON PLACE WEST","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175547","20201110",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,"20201119","KS00024"
20201119,"KS","JOHNSON","LENEXA","DELMAR GARDENS OF LENEXA","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175122","20201112",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00037"
20201119,"KS","NEMAHA","CENTRALIA","EASTRIDGE NURSING FACILITY","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175374","20201109",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,"20201119","KS00043"
20201119,"KS","SEDGWICK","WICHITA","FAMILY HEALTH & REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175501","20201114",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,"20201119","KS00047"
20201119,"KS","JOHNSON","OLATHE","GOOD SAMARITAN SOCIETY OLATHE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175263","20201112",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00055"
20201119,"KS","SEDGWICK","WICHITA","KANSAS MASONIC HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175118","20201104",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,"20201119","KS00067"
20201119,"KS","DICKINSON","HERINGTON","LEGACY OF HERINGTON","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175490","20201111",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,"20201119","KS00073"
20201119,"KS","SHAWNEE","TOPEKA","LEXINGTON PARK ASSISTED LIVING","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","20201113",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00287"
20201119,"KS","SEDGWICK","VALLEY CENTER","MEDICALODGES OF VALLEY CENTER","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","20201107",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,"20201119","KS00231"
20201119,"KS","SEDGWICK","WICHITA","MEDICALODGES OF WICHITA","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175008","20201110",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00090"
20201119,"KS","CLOUD","CLOUD","MT. JOSEPH SENIOR VILLAGE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175420","20201113",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,"20201119","KS00100"
20201119,"KS","CLOUD","CLYDE","PARK VILLA NURSING HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175492","20201107",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,"20201119","KS00108"
20201119,"KS","MCPHERSON","MCPHERSON","PLEASANT VIEW HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175406","20201110",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00117"
20201119,"KS","SEDGWICK","WICHITA","REGENT PARK REHABILITATION AND HEALTHCARE","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175527","20201109",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,"20201119","KS00120"
20201119,"KS","JOHNSON","PRAIRIE VILLAGE","SENIORCARE HOMES","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","20201112",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00258"
20201119,"KS","JOHNSON","OVERLAND PARK","STRATFORD COMMONS REHAB","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175549","20201111",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,"20201119","KS00139"
20201119,"KS","KINGMAN","KINGMAN","THE WHEATLANDS HEALTH CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175521","20201111",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,"20201119","KS00148"
20201126,"KS","HARPER","ANTHONY","ANTHONY COMMUNITY CARE CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",,"17E630","20201117",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,"20201126","KS00005"
20201126,"KS","NERNAHA","SABETHA","APOSTOLIC CHRISTIAN HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175376","20201120",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,"20201126","KS00006"
20201126,"KS","MCPHERSON","MCPHERSON","BETHANY VILLAGE","UNCATEGORIZED LTC","UNCATEGORIZED LTC","State",," ","20201119",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,"20201126","KS00178"
20201126,"KS","DOUGLAS","LAWRENCE","BRANDON WOODS AT ALVARNAR","UNCATEGORIZED LTC","NURSING HOME","Federal",,"175277","20201122",,"OPEN",,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,"20201126","KS00020"
