"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20200515,"MI",,,"ADVANTAGE LIVING CENTER - ROSEVILLE","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00014"
20200515,"MI",,,"ADVANTAGE LIVING CENTER - WARREN","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00020"
20200515,"MI",,,"ADVANTAGE LIVING CENTER HARPER WOODS","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00023"
20200515,"MI",,,"ADVANTAGE LIVING CENTER NORTHWEST","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00026"
20200515,"MI",,,"ADVANTAGE LIVING CENTER NORTHWEST - HUB","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00026"
20200515,"MI",,,"ADVANTAGE LIVING CENTER REDFORD - HUB","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00031"
20200515,"MI",,,"ADVANTAGE LIVING CENTER SOUTHGATE","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00037"
20200515,"MI",,,"ADVANTAGE LIVING CENTER WAYNE","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00040"
20200515,"MI",,,"AERIUS HEALTH CENTER","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00047"
20200515,"MI",,,"AMBASSADOR NURSING AND REHAB CTR","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"68",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00067"
20200515,"MI",,,"ANGELA HOSPICE CARE CENTER","UNCATEGORIZED LTC","OTHER","State",," ",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00072"
20200515,"MI",,,"APPLEWOOD NURSING CENTER, INC.","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00075"
20200515,"MI",,,"AUTUMN WOODS RESIDENTIAL HEALTH","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"34",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00096"
20200515,"MI",,,"AUTUMNWOOD OF LIVONIA","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MI00104"
