"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment","last_recorded","ctp_id"
20201022,"MA","NANTUCKET",,"OUR ISLAND HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,"45",,,"0",,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01161"
20201022,"MA","DUKES",,"WINDEMERE NURSING & REHAB CTR ON MARTHAS VINEYARD","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,"106",,,"0",,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01525"
20201029,"MA","DUKES COUNTY",,"HENRIETTA BREWER HOUSE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"14",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01685"
20201029,"MA","BERKSHIRE COUNTY",,"LAUREL RIDGE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"11",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01698"
20201029,"MA","NANTUCKET",,"OUR ISLAND HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,"45",,,"0",,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01161"
20201029,"MA","BERKSHIRE COUNTY",,"PINE HILL AT KIMBALL FARMS","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"74",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01724"
20201029,"MA","BERKSHIRE COUNTY",,"ROSEWOOD HOMESTYLE ASSISTED LIVING","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"28",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01737"
20201029,"MA","BERKSHIRE COUNTY",,"SIDE BY SIDE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"45",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01745"
20201029,"MA","BERKSHIRE COUNTY",,"SIDE BY SIDE ASSISTED LIVING RESIDENCE VETERANS ANNEX","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"20",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01745"
20201029,"MA","BERKSHIRE COUNTY",,"SUGAR HILL","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"49",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01751"
20201029,"MA","FRANKLIN COUNTY",,"THE ARBORS AT GREENFIELD","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"76",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01770"
20201029,"MA","BERKSHIRE COUNTY",,"THE LANDING AT LAUREL LAKE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"80",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01787"
20201029,"MA","NANTUCKET COUNTY",,"THE RESIDENCES AT SHERBURNE COMMONS","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"54",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01804"
20201029,"MA","DUKES",,"WINDEMERE NURSING & REHAB CTR ON MARTHAS VINEYARD","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,"106",,,"0",,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01525"
20201029,"MA","BERKSHIRE COUNTY",,"WINGATE RESIDENCES AT MELBOURNE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"124",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01832"
20201105,"MA","DUKES COUNTY",,"HENRIETTA BREWER HOUSE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"14",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01685"
20201105,"MA","BERKSHIRE COUNTY",,"LAUREL RIDGE","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"11",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01698"
20201105,"MA","NANTUCKET",,"OUR ISLAND HOME","UNCATEGORIZED LTC","NURSING HOME","Federal",," ",,,,"45",,,"0",,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01161"
20201105,"MA","BERKSHIRE COUNTY",,"PINE HILL AT KIMBALL FARMS","ASSISTED LIVING","ASSISTED LIVING","State",," ",,,,"74",,,,,,,,,"12-30",,,,,,,,,,,,,,,,,,,,"MA01724"
